taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
6	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Plantae		Plantae	Plantae			kingdom			accepted			Plantae					
1	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Animalia		Animalia	Animalia			kingdom			accepted			Animalia					
2	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Archaea		Archaea	Archaea			kingdom			accepted			Archaea					
4	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Chromista		Chromista	Chromista			kingdom			accepted			Chromista					
3	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Bacteria		Bacteria	Bacteria			kingdom			accepted			Bacteria					
7	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Protozoa		Protozoa	Protozoa			kingdom			accepted			Protozoa					
8	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Viruses		Viruses	Viruses			kingdom			accepted			Viruses					
5	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c				Fungi		Fungi	Fungi			kingdom			accepted			Fungi					
7663989	7ddf754f-d193-4cc9-b351-99906754a03b	1			Dicyemida		Dicyemida	Dicyemida			phylum			accepted			Animalia	Dicyemida				
105	7ddf754f-d193-4cc9-b351-99906754a03b	1			Porifera		Porifera	Porifera			phylum		Grant, R. E. (1836). Animal Kingdom. Pp. 107-118. In: Todd, R.B. (Ed.),The Cyclopaedia of Anatomy and Physiology. Volume 1, (Sherwood,Gilbert, and Piper: London): 1–813. https://www.marinespecies.org/porifera/aphia.php?p=sourcedetails&id=7516	accepted			Animalia	Porifera				
9	daacce49-b206-469b-8dc2-2257719f3afa	6			Marchantiophyta		Marchantiophyta	Marchantiophyta			phylum		Crandall-Stotler, B. J., & Stotler, R. E. (2000). Morphology and classification of the Marchantiophyta. In A. J. Shaw & B. Goffinet, Bryophyte Biology (pp. 21–70). Cambridge University Press. https://www.tropicos.org/reference/9021946	accepted			Plantae	Marchantiophyta				
7819616	7ea21580-4f06-469d-995b-3f713fdcc37c	6			Charophyta		Charophyta	Charophyta			phylum			accepted			Plantae	Charophyta				
5959089	7ddf754f-d193-4cc9-b351-99906754a03b	1			Kinorhyncha		Kinorhyncha	Kinorhyncha			phylum		Reinhard, W. (1885). Kinorhyncha (Echinoderes), leur structure anatomique et leur place dans le système. Travaux De La Société Des Naturalistes À l’Université Impériale De Kharkow, 19: 205–305, pls. VIII–XII. [in Russian]. https://www.marinespecies.org/kinorhyncha/aphia.php?p=sourcedetails&id=167942	accepted			Animalia	Kinorhyncha				
5967481	7ddf754f-d193-4cc9-b351-99906754a03b	1			Nematoda		Nematoda	Nematoda			phylum			accepted			Animalia	Nematoda				
14	7ddf754f-d193-4cc9-b351-99906754a03b	1			Tardigrada		Tardigrada	Tardigrada			phylum			accepted			Animalia	Tardigrada				
106	7ea21580-4f06-469d-995b-3f713fdcc37c	6			Rhodophyta		Rhodophyta	Rhodophyta			phylum			accepted			Plantae	Rhodophyta				
108	7ddf754f-d193-4cc9-b351-99906754a03b	1			Platyhelminthes		Platyhelminthes	Platyhelminthes			phylum			accepted			Animalia	Platyhelminthes				
44	daacce49-b206-469b-8dc2-2257719f3afa	1			Chordata		Chordata	Chordata			phylum			accepted			Animalia	Chordata				
37	7ea21580-4f06-469d-995b-3f713fdcc37c	6			Glaucophyta		Glaucophyta	Glaucophyta			phylum			accepted			Plantae	Glaucophyta				
5967454	7ddf754f-d193-4cc9-b351-99906754a03b	1			Micrognathozoa		Micrognathozoa	Micrognathozoa			phylum			accepted			Animalia	Micrognathozoa				
51	daacce49-b206-469b-8dc2-2257719f3afa	1			Ctenophora		Ctenophora	Ctenophora			phylum		Eschscholtz, F. (1829). System der Acalephen. Eine ausführliche Beschreibung aller medusenartigen Strahltiere. Ferdinand Dümmler, Berlin, pp. 1–190, 116 pls. http://faculty.washington.edu/cemills/Ctenolist.html/aphia.php?p=sourcedetails&id=35914	accepted			Animalia	Ctenophora				
64	7ddf754f-d193-4cc9-b351-99906754a03b	1			Nematomorpha		Nematomorpha	Nematomorpha			phylum			accepted			Animalia	Nematomorpha				
76	7ddf754f-d193-4cc9-b351-99906754a03b	1			Placozoa		Placozoa	Placozoa			phylum		Grell KG. (1971). Trichoplax adhaerens FE Schulze und die Entstehung der Metazoen. Naturwissenschaftliche Rundschau, 24(4):160–161. https://www.marinespecies.org/placozoa/aphia.php?p=sourcedetails&id=336570	accepted			Animalia	Placozoa				
34	7ddf754f-d193-4cc9-b351-99906754a03b	5			Basidiomycota		Basidiomycota	Basidiomycota			phylum			accepted			Fungi	Basidiomycota				
50	7ddf754f-d193-4cc9-b351-99906754a03b	1			Echinodermata		Echinodermata	Echinodermata			phylum			accepted			Animalia	Echinodermata				
12238325	7ddf754f-d193-4cc9-b351-99906754a03b	5			Mucoromycota		Mucoromycota	Mucoromycota			phylum			accepted			Fungi	Mucoromycota				
75	7ddf754f-d193-4cc9-b351-99906754a03b	1			Hemichordata		Hemichordata	Hemichordata			phylum			accepted			Animalia	Hemichordata				
12237820	7ddf754f-d193-4cc9-b351-99906754a03b	5			Zoopagomycota		Zoopagomycota	Zoopagomycota			phylum			accepted			Fungi	Zoopagomycota				
10791940	7ddf754f-d193-4cc9-b351-99906754a03b	5			Entomophthoromycota		Entomophthoromycota	Entomophthoromycota			phylum			accepted			Fungi	Entomophthoromycota				
53	7ddf754f-d193-4cc9-b351-99906754a03b	1			Bryozoa		Bryozoa	Bryozoa			phylum			accepted			Animalia	Bryozoa				
62	7ddf754f-d193-4cc9-b351-99906754a03b	1			Onychophora		Onychophora	Onychophora			phylum			accepted			Animalia	Onychophora				
36	daacce49-b206-469b-8dc2-2257719f3afa	6			Chlorophyta		Chlorophyta	Chlorophyta			phylum			accepted			Plantae	Chlorophyta				
42	daacce49-b206-469b-8dc2-2257719f3afa	1			Annelida		Annelida	Annelida			phylum			accepted			Animalia	Annelida				
12252287	7ddf754f-d193-4cc9-b351-99906754a03b	5			Sanchytriomycota		Sanchytriomycota	Sanchytriomycota			phylum			accepted			Fungi	Sanchytriomycota				
17	7ddf754f-d193-4cc9-b351-99906754a03b	5			Neocallimastigomycota		Neocallimastigomycota	Neocallimastigomycota			phylum			accepted			Fungi	Neocallimastigomycota				
94	7ddf754f-d193-4cc9-b351-99906754a03b	5			Chytridiomycota		Chytridiomycota	Chytridiomycota			phylum			accepted			Fungi	Chytridiomycota				
77	7ddf754f-d193-4cc9-b351-99906754a03b	1			Gnathostomulida		Gnathostomulida	Gnathostomulida			phylum			accepted			Animalia	Gnathostomulida				
55	7ddf754f-d193-4cc9-b351-99906754a03b	1			Chaetognatha		Chaetognatha	Chaetognatha			phylum			accepted			Animalia	Chaetognatha				
8173593	7ddf754f-d193-4cc9-b351-99906754a03b	1			Entoprocta		Entoprocta	Entoprocta			phylum			accepted			Animalia	Entoprocta				
7707728	daacce49-b206-469b-8dc2-2257719f3afa	6			Tracheophyta		Tracheophyta	Tracheophyta			phylum			accepted			Plantae	Tracheophyta				
74	7ddf754f-d193-4cc9-b351-99906754a03b	1			Sipuncula		Sipuncula	Sipuncula			phylum			accepted			Animalia	Sipuncula				
110	7ddf754f-d193-4cc9-b351-99906754a03b	1			Brachiopoda		Brachiopoda	Brachiopoda			phylum		Duméril, A. M. C. (1805). Zoologie analytique, ou méthode naturelle de classification des animaux, rendue plus facile à l’aide de tableaux synoptiques. Paris, Allais. pp. i–xxxiii + 1–344 [imprint date 1806]. https://doi.org/10.5962/bhl.title.44835	accepted			Animalia	Brachiopoda				
45	7ddf754f-d193-4cc9-b351-99906754a03b	1			Cycliophora		Cycliophora	Cycliophora			phylum		Funch, P. and R. M. Kristensen. (1995). Cycliophora is a new phylum with affinities to Entoprocta and Ectoprocta. Nature, Vol. 378, No. 6558.	accepted			Animalia	Cycliophora				
52	daacce49-b206-469b-8dc2-2257719f3afa	1			Mollusca		Mollusca	Mollusca			phylum			accepted			Animalia	Mollusca				
7190138	7ddf754f-d193-4cc9-b351-99906754a03b	1			Xenacoelomorpha		Xenacoelomorpha	Xenacoelomorpha			phylum		Philippe, H., Brinkmann, H., Copley, R. R., Moroz, L. L., Nakano, H., Poustka, A. J., Wallberg, A., Peterson, K. J., & Telford, M. J. (2011). Acoelomorph flatworms are deuterostomes related to Xenoturbella. Nature, 470(7333), 255–258. https://doi.org/10.1038/nature09676	accepted			Animalia	Xenacoelomorpha				
19	7ddf754f-d193-4cc9-b351-99906754a03b	1			Phoronida		Phoronida	Phoronida			phylum			accepted			Animalia	Phoronida				
67	7ddf754f-d193-4cc9-b351-99906754a03b	1			Acanthocephala		Acanthocephala	Acanthocephala			phylum			accepted			Animalia	Acanthocephala				
5963150	7ddf754f-d193-4cc9-b351-99906754a03b	1			Priapulida		Priapulida	Priapulida			phylum			accepted			Animalia	Priapulida				
96	7ddf754f-d193-4cc9-b351-99906754a03b	5			Zygomycota		Zygomycota	Zygomycota			phylum			accepted			Fungi	Zygomycota				
12228025	7ddf754f-d193-4cc9-b351-99906754a03b	6			Langiophytophyta		Langiophytophyta	Langiophytophyta			phylum		Doweld, A. B. (2001). In Prosyllabus Tracheophytorum, tentamen systematis plantarum vascularium (Tracheophyta). Geos. https://www.tropicos.org/reference/9025952	accepted			Plantae	Langiophytophyta				
5967456	7ddf754f-d193-4cc9-b351-99906754a03b	1			Orthonectida		Orthonectida	Orthonectida			phylum			accepted			Animalia	Orthonectida				
35	daacce49-b206-469b-8dc2-2257719f3afa	6			Bryophyta		Bryophyta	Bryophyta			phylum		Schimper, W. P. (1879). Bryophyta. In Zittel, K. A. v., Handbuch der Palaeontologie...Abtheilung Paleophytologie (Vol. 2, Issue 1, p. 152 pp). R. Oldenbourg. https://www.tropicos.org/reference/9029576	accepted			Plantae	Bryophyta				
22	7ddf754f-d193-4cc9-b351-99906754a03b	1			Gastrotricha		Gastrotricha	Gastrotricha			phylum			accepted			Animalia	Gastrotricha				
91	7ddf754f-d193-4cc9-b351-99906754a03b	1			Rotifera		Rotifera	Rotifera			phylum			accepted			Animalia	Rotifera				
63	7ddf754f-d193-4cc9-b351-99906754a03b	1			Nemertea		Nemertea	Nemertea			phylum			accepted			Animalia	Nemertea				
18	7ddf754f-d193-4cc9-b351-99906754a03b	5			Glomeromycota		Glomeromycota	Glomeromycota			phylum			accepted			Fungi	Glomeromycota				
54	daacce49-b206-469b-8dc2-2257719f3afa	1			Arthropoda		Arthropoda	Arthropoda			phylum		von Siebold, C.T. & Stannius, H. Lehrbuch der vergleichenden Anatomie der Wirbellosen Thiere, Erster Theil. 1-679 (1848).	accepted			Animalia	Arthropoda				
43	daacce49-b206-469b-8dc2-2257719f3afa	1			Cnidaria		Cnidaria	Cnidaria			phylum			accepted			Animalia	Cnidaria				
73	7ddf754f-d193-4cc9-b351-99906754a03b	5			Blastocladiomycota		Blastocladiomycota	Blastocladiomycota			phylum			accepted			Fungi	Blastocladiomycota				
95	daacce49-b206-469b-8dc2-2257719f3afa	5			Ascomycota		Ascomycota	Ascomycota			phylum			accepted			Fungi	Ascomycota				
13	7ddf754f-d193-4cc9-b351-99906754a03b	6			Anthocerotophyta		Anthocerotophyta	Anthocerotophyta			phylum		Stotler, R. E., & Crandall-Stotler, B. J. (1977). A checklist of the liverworts and hornworts of North America. The Bryologist, 80, 405–428. https://www.tropicos.org/reference/9009740	accepted			Plantae	Anthocerotophyta				
5967457	7ddf754f-d193-4cc9-b351-99906754a03b	1			Loricifera		Loricifera	Loricifera			phylum		Kristensen, R. M. (1983). Loricifera, A New Phylum with Aschelminthes Characters from the Meiobenthos. Zeitschrift Fur Zoologische Systematik Und Evolutionsforschung, 21: 163–180. https://www.marinespecies.org/aphia.php?p=sourcedetails&id=227946	accepted			Animalia	Loricifera				
11553458	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Altiarchaeota		Altiarchaeota	Altiarchaeota			phylum			accepted			Archaea	Altiarchaeota				
10895798	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Methanobacteriota		Methanobacteriota	Methanobacteriota			phylum			accepted			Archaea	Methanobacteriota				
10764301	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Halobacteriota		Halobacteriota	Halobacteriota			phylum			accepted			Archaea	Halobacteriota				
10697925	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Huberarchaeota		Huberarchaeota	Huberarchaeota			phylum			accepted			Archaea	Huberarchaeota				
10801891	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Thermoplasmatota		Thermoplasmatota	Thermoplasmatota			phylum			accepted			Archaea	Thermoplasmatota				
10866795	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Undinarchaeota		Undinarchaeota	Undinarchaeota			phylum			accepted			Archaea	Undinarchaeota				
10781292	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Micrarchaeota		Micrarchaeota	Micrarchaeota			phylum			accepted			Archaea	Micrarchaeota				
11499140	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			B1Sed10-29						phylum			accepted			Archaea	B1Sed10-29				
10703048	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Asgardarchaeota		Asgardarchaeota	Asgardarchaeota			phylum			accepted			Archaea	Asgardarchaeota				
10706191	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Nanoarchaeota		Nanoarchaeota	Nanoarchaeota			phylum			accepted			Archaea	Nanoarchaeota				
10807497	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Thermoproteota		Thermoproteota	Thermoproteota			phylum			accepted			Archaea	Thermoproteota				
10881433	aa1bc573-f338-482d-b6aa-f371d57f20f5	2			Altarchaeota		Altarchaeota	Altarchaeota			phylum			accepted			Archaea	Altarchaeota				
10776132	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Iainarchaeota		Iainarchaeota	Iainarchaeota			phylum			accepted			Archaea	Iainarchaeota				
10748189	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Nanohaloarchaeota		Nanohaloarchaeota	Nanohaloarchaeota			phylum			accepted			Archaea	Nanohaloarchaeota				
11120771	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Sp		Sp	Sp			phylum			accepted			Archaea	Sp				
10731797	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			EX4484-52						phylum			accepted			Archaea	EX4484-52				
10832894	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Aenigmatarchaeota		Aenigmatarchaeota	Aenigmatarchaeota			phylum			accepted			Archaea	Aenigmatarchaeota				
11868776	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Methanobacteriota_A						phylum			accepted			Archaea	Methanobacteriota_A				
10690978	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Hadarchaeota		Hadarchaeota	Hadarchaeota			phylum			accepted			Archaea	Hadarchaeota				
11585598	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Methanobacteriota_B						phylum			accepted			Archaea	Methanobacteriota_B				
10684421	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	2			Hydrothermarchaeota		Hydrothermarchaeota	Hydrothermarchaeota			phylum			accepted			Archaea	Hydrothermarchaeota				
9697020	7ddf754f-d193-4cc9-b351-99906754a03b	4			Heliozoa		Heliozoa	Heliozoa			phylum			accepted			Chromista	Heliozoa				
8770992	7ea21580-4f06-469d-995b-3f713fdcc37c	4			Myzozoa		Myzozoa	Myzozoa			phylum			accepted			Chromista	Myzozoa				
98	7ea21580-4f06-469d-995b-3f713fdcc37c	4			Ochrophyta		Ochrophyta	Ochrophyta			phylum			accepted			Chromista	Ochrophyta				
70	7ea21580-4f06-469d-995b-3f713fdcc37c	4			Haptophyta		Haptophyta	Haptophyta			phylum			accepted			Chromista	Haptophyta				
8158183	7ddf754f-d193-4cc9-b351-99906754a03b	4			Bigyra		Bigyra	Bigyra			phylum			accepted			Chromista	Bigyra				
7765738	daacce49-b206-469b-8dc2-2257719f3afa	4			Ciliophora		Ciliophora	Ciliophora			phylum			accepted			Chromista	Ciliophora				
32	7ddf754f-d193-4cc9-b351-99906754a03b	4			Oomycota		Oomycota	Oomycota			phylum			accepted			Chromista	Oomycota				
8376456	daacce49-b206-469b-8dc2-2257719f3afa	4			Foraminifera		Foraminifera	Foraminifera			phylum		Orbigny, A. D. d’. (1826). Tableau méthodique de la classe des Céphalopodes. Annales Des Sciences Naturelles, vol. 7: 96–169, 245–314. https://www.marinespecies.org/foraminifera/aphia.php?p=sourcedetails&id=146701	accepted			Chromista	Foraminifera				
9684241	7ddf754f-d193-4cc9-b351-99906754a03b	4			Picozoa		Picozoa	Picozoa			phylum		Seenivasan, R.; Sausen, N.; Medlin, L. K.; Melkonian, M. (2013). Picomonas judraskeda gen. et sp. nov.: the first identified member of the Picozoa phylum nov., a widespread group of picoeukaryotes, formerly known as 'picobiliphytes'. PLoS ONE. 8(3): e59565.	accepted			Chromista	Picozoa				
69	daacce49-b206-469b-8dc2-2257719f3afa	4			Cryptophyta		Cryptophyta	Cryptophyta			phylum			accepted			Chromista	Cryptophyta				
9715305	7ddf754f-d193-4cc9-b351-99906754a03b	4			Acavomonidia		Acavomonidia	Acavomonidia			phylum			accepted			Chromista	Acavomonidia				
38	7ea21580-4f06-469d-995b-3f713fdcc37c	4			Cercozoa		Cercozoa	Cercozoa			phylum			accepted			Chromista	Cercozoa				
9735352	7ddf754f-d193-4cc9-b351-99906754a03b	4			Endohelea		Endohelea	Endohelea			class		Yabuki, A.; Chao, E. E.; Ishida, K.-I.; Cavalier-Smith, T. (2012). Microheliella maris (Microhelida ord. n.), an ultrastructurally highly distinctive new axopodial protist species and genus, and the unity of phylum Heliozoa. Protist. 163(3): 356-388.	accepted			Chromista		Endohelea			
9778081	7ddf754f-d193-4cc9-b351-99906754a03b	7			Calcitarcha		Calcitarcha	Calcitarcha			phylum		Versteegh, G. J. M.; Servais, T.; Streng, M.; Munnecke, A.; Vachard, D. (2009). A discussion and proposal concerning the use of the term Calcispheres. Palaeontology. 52(2): 343-348.	accepted			Protozoa	Calcitarcha				
7813133	7ea21580-4f06-469d-995b-3f713fdcc37c	7			Metamonada		Metamonada	Metamonada			phylum			accepted			Protozoa	Metamonada				
56	7ddf754f-d193-4cc9-b351-99906754a03b	7			Sarcomastigophora		Sarcomastigophora	Sarcomastigophora			phylum			accepted			Protozoa	Sarcomastigophora				
7872314	7ea21580-4f06-469d-995b-3f713fdcc37c	7			Loukozoa		Loukozoa	Loukozoa			phylum		Cavalier-Smith, T. (1999). Principles of protein and lipid targeting in secondary symbiogenesis: Euglenoid, Dinoflagellate, and Sporozoan plastid origins and the eukaryote family tree, 2. The Journal of Eukaryotic Microbiology. 46(4): 347-366.	accepted			Protozoa	Loukozoa				
8199256	7ddf754f-d193-4cc9-b351-99906754a03b	7			Sulcozoa		Sulcozoa	Sulcozoa			phylum		Cavalier-Smith, T. (2013). Early evolution of eukaryote feeding modes, cell structural diversity, and classification of the protozoan phyla Loukozoa, Sulcozoa, and Choanozoa. European Journal of Protistology. 49(2): 115-178.	accepted			Protozoa	Sulcozoa				
33	7ddf754f-d193-4cc9-b351-99906754a03b	7			Mycetozoa		Mycetozoa	Mycetozoa			phylum			accepted			Protozoa	Mycetozoa				
41	daacce49-b206-469b-8dc2-2257719f3afa	7			Euglenozoa		Euglenozoa	Euglenozoa			phylum		Cavalier-Smith, T. (1981). Eukaryote kingdoms: Seven or nine?. Biosystems. 14(3-4): 461-481.	accepted			Protozoa	Euglenozoa				
97	7ddf754f-d193-4cc9-b351-99906754a03b	7			Choanozoa		Choanozoa	Choanozoa			phylum			accepted			Protozoa	Choanozoa				
7501587	7ddf754f-d193-4cc9-b351-99906754a03b	7			Microsporidia		Microsporidia	Microsporidia			phylum			accepted			Protozoa	Microsporidia				
7509337	7ddf754f-d193-4cc9-b351-99906754a03b	7			Amoebozoa		Amoebozoa	Amoebozoa			phylum			accepted			Protozoa	Amoebozoa				
233	7ddf754f-d193-4cc9-b351-99906754a03b	7			Filosia		Filosia	Filosia			class			accepted			Protozoa		Filosia			
7039776	7ddf754f-d193-4cc9-b351-99906754a03b	7			Sporozoa		Sporozoa	Sporozoa			class			accepted			Protozoa		Sporozoa			
234	daacce49-b206-469b-8dc2-2257719f3afa	7			Acantharia		Acantharia	Acantharia			class			accepted			Protozoa		Acantharia			
9793706	7ddf754f-d193-4cc9-b351-99906754a03b	7			Eopharyngea		Eopharyngea	Eopharyngea			class			accepted			Protozoa		Eopharyngea			
232	7ddf754f-d193-4cc9-b351-99906754a03b	7			Haplosporea		Haplosporea	Haplosporea			class			accepted			Protozoa		Haplosporea			
9678982	7ddf754f-d193-4cc9-b351-99906754a03b	7			Carpomonadea		Carpomonadea	Carpomonadea			class		Cavalier-Smith, T. (2013). Early evolution of eukaryote feeding modes, cell structural diversity, and classification of the protozoan phyla Loukozoa, Sulcozoa, and Choanozoa. European Journal of Protistology. 49(2): 115-178.	accepted			Protozoa		Carpomonadea			
10677421	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			UBP14						phylum			accepted			Bacteria	UBP14				
10768823	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Methylomirabilota		Methylomirabilota	Methylomirabilota			phylum			accepted			Bacteria	Methylomirabilota				
10784423	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			UBA9089						phylum			accepted			Bacteria	UBA9089				
10872546	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Abyssubacteria		Abyssubacteria	Abyssubacteria			phylum			accepted			Bacteria	Abyssubacteria				
11521612	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Desulfobacterota_I						phylum			accepted			Bacteria	Desulfobacterota_I				
10860391	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Nitrospirota		Nitrospirota	Nitrospirota			phylum			accepted			Bacteria	Nitrospirota				
10733136	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Fibrobacterota		Fibrobacterota	Fibrobacterota			phylum			accepted			Bacteria	Fibrobacterota				
10809235	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Lindowbacteria		Lindowbacteria	Lindowbacteria			phylum			accepted			Bacteria	Lindowbacteria				
10779951	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Caldisericota		Caldisericota	Caldisericota			phylum			accepted			Bacteria	Caldisericota				
10716559	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Bdellovibrionota		Bdellovibrionota	Bdellovibrionota			phylum			accepted			Bacteria	Bdellovibrionota				
10844503	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Campylobacterota		Campylobacterota	Campylobacterota			phylum			accepted			Bacteria	Campylobacterota				
10828280	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			OLB16						phylum			accepted			Bacteria	OLB16				
10822914	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Thermodesulfobiota		Thermodesulfobiota	Thermodesulfobiota			phylum			accepted			Bacteria	Thermodesulfobiota				
10760279	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			FCPU426						phylum			accepted			Bacteria	FCPU426				
10716605	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Omnitrophota		Omnitrophota	Omnitrophota			phylum			accepted			Bacteria	Omnitrophota				
11113732	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			T1Sed10-126						phylum			accepted			Bacteria	T1Sed10-126				
10878553	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			UBP15						phylum			accepted			Bacteria	UBP15				
10707403	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Spirochaetota		Spirochaetota	Spirochaetota			phylum			accepted			Bacteria	Spirochaetota				
11132851	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Firmicutes_C						phylum			accepted			Bacteria	Firmicutes_C				
10721259	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			UBA10199						phylum			accepted			Bacteria	UBA10199				
10761143	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Poribacteria		Poribacteria	Poribacteria			phylum			accepted			Bacteria	Poribacteria				
11617267	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			DRYD01						phylum			accepted			Bacteria	DRYD01				
10779861	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Dictyoglomota		Dictyoglomota	Dictyoglomota			phylum			accepted			Bacteria	Dictyoglomota				
10815135	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Planctomycetota		Planctomycetota	Planctomycetota			phylum			accepted			Bacteria	Planctomycetota				
11124379	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Desulfobacterota_E						phylum			accepted			Bacteria	Desulfobacterota_E				
11509473	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			PUNC01						phylum			accepted			Bacteria	PUNC01				
10717227	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			CG2-30-53-67						phylum			accepted			Bacteria	CG2-30-53-67				
87	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Firmicutes		Firmicutes	Firmicutes			phylum			accepted			Bacteria	Firmicutes				
11175241	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			JABDJQ01						phylum			accepted			Bacteria	JABDJQ01				
11551840	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			JAFGBW01						phylum			accepted			Bacteria	JAFGBW01				
10816341	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Cloacimonadota		Cloacimonadota	Cloacimonadota			phylum			accepted			Bacteria	Cloacimonadota				
10781767	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			SAR324						phylum			accepted			Bacteria	SAR324				
10884644	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Latescibacterota		Latescibacterota	Latescibacterota			phylum			accepted			Bacteria	Latescibacterota				
10831091	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Deferribacterota		Deferribacterota	Deferribacterota			phylum			accepted			Bacteria	Deferribacterota				
11762567	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			4484-113						phylum			accepted			Bacteria	4484-113				
10691886	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Aureabacteria		Aureabacteria	Aureabacteria			phylum			accepted			Bacteria	Aureabacteria				
10888259	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			J088						phylum			accepted			Bacteria	J088				
10872018	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Delongbacteria		Delongbacteria	Delongbacteria			phylum			accepted			Bacteria	Delongbacteria				
10712148	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			UBP7						phylum			accepted			Bacteria	UBP7				
10868768	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			T1SED10-198M						phylum			accepted			Bacteria	T1SED10-198M				
11163779	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Nitrospirota_A						phylum			accepted			Bacteria	Nitrospirota_A				
11136748	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Ratteibacteria		Ratteibacteria	Ratteibacteria			phylum			accepted			Bacteria	Ratteibacteria				
111	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			Proteobacteria		Proteobacteria	Proteobacteria			phylum			accepted			Bacteria	Proteobacteria				
11187411	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	3			CLD3						phylum			accepted			Bacteria	CLD3				
